Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label
"@anteraja_id dan @AnterajaCare tidak menanggapi proses refund ongkos kirim saya padahal sudah menyalahi twrm of service nya sendiri yang sampai pada tujuan maximum 10 jam, tapi sampai di keesokan harinya 
@anteraja_id bagaimana proses refund ongkir saya? kan kalian yg wanprestasi",dan tidak menanggapi proses refund ongkos kirim saya padahal sudah menyalahi twrm of service nya sendiri yang sampai pada tujuan maximum jam tapi sampai di keesokan harinya bagaimana proses refund ongkir saya kan kalian yg wanprestasi,dan tidak menanggapi proses refund ongkos kirim saya padahal sudah menyalahi twrm of service nya sendiri yang sampai pada tujuan maximum jam tapi sampai di keesokan harinya bagaimana proses refund ongkir saya kan kalian yg wanprestasi,"['dan', 'tidak', 'menanggapi', 'proses', 'refund', 'ongkos', 'kirim', 'saya', 'padahal', 'sudah', 'menyalahi', 'twrm', 'of', 'service', 'nya', 'sendiri', 'yang', 'sampai', 'pada', 'tujuan', 'maximum', 'jam', 'tapi', 'sampai', 'di', 'keesokan', 'harinya', 'bagaimana', 'proses', 'refund', 'ongkir', 'saya', 'kan', 'kalian', 'yg', 'wanprestasi']","dan,tidak,tanggap,proses,refund,ongkos,kirim,saya,padahal,sudah,salah,twrm,of,service,nya,sendiri,yang,sampai,pada,tuju,maximum,jam,tapi,sampai,di,esok,hari,bagaimana,proses,refund,ongkir,saya,kan,kalian,yg,wanprestasi","dan,tidak,tanggap,proses,refund,ongkos,kirim,saya,padahal,sudah,salah,twrm,of,service,nya,sendiri,yang,sampai,pada,tuju,maximum,jam,tapi,sampai,di,esok,hari,bagaimana,proses,refund,ongkir,saya,kan,kalian,yg,wanprestasi","tidak,tanggap,proses,refund,ongkos,kirim,saya,padahal,sudah,salah,twrm,service,sendiri,yang,sampai,pada,tuju,maximum,tapi,sampai,esok,hari,bagaimana,proses,refund,ongkir,saya,kalian,wanprestasi",negatif
@anteraja_id @piscvely @Mom_ofmoon Min sudah saya DM ya 🙏 @anteraja_id,Min sudah saya DM ya,min sudah saya dm ya,"['min', 'sudah', 'saya', 'dm', 'ya']","min,sudah,saya,dm,ya","min,sudah,saya,dm,ya","sudah,saya",positif
"@A_ZeeJKT48 silahkan, mau ngirim paket ya? 😙",silahkan mau ngirim paket ya,silahkan mau ngirim paket ya,"['silahkan', 'mau', 'ngirim', 'paket', 'ya']","silah,mau,ngirim,paket,ya","silah,mau,ngirim,paket,ya","silah,ngirim,paket",netral
@anteraja_id @piscvely @F_Astri17 @Mom_ofmoon Congrats semuanya,Congrats semuanya,congrats semuanya,"['congrats', 'semuanya']","congrats,semua","congrats,semua","congrats,semua",netral
@anteraja_id @piscvely @Mom_ofmoon Terimakasih Mimin baik 🙏,Terimakasih Mimin baik,terimakasih mimin baik,"['terimakasih', 'mimin', 'baik']","terimakasih,mimin,baik","terimakasih,mimin,baik","terimakasih,mimin,baik",positif
Yeayyy thankyouu @anteraja_id 🥰,Yeayyy thankyouu,yeayyy thankyouu,"['yeayyy', 'thankyouu']","yeayyy,thankyouu","yeayyy,thankyouu","yeayyy,thankyouu",positif
"GIVEAWAY CLOSED🥳✨

𝒮𝑒𝓁𝒶𝓂𝒶𝓉 𝓊𝓃𝓉𝓊𝓀: 
@piscvely 
@F_Astri17 
@Mom_ofmoon 

Pemenang akan mendapatkan e-wallet masing-masing 100ribu!💗 Mohon tunggu DM dariku gesss~😉",GIVEAWAY CLOSED Pemenang akan mendapatkan ewallet masingmasing ribu Mohon tunggu DM dariku gesss,giveaway closed pemenang akan mendapatkan ewallet masingmasing ribu mohon tunggu dm dariku gesss,"['giveaway', 'closed', 'pemenang', 'akan', 'mendapatkan', 'ewallet', 'masingmasing', 'ribu', 'mohon', 'tunggu', 'dm', 'dariku', 'gesss']","giveaway,closed,menang,akan,dapat,ewallet,masingmasing,ribu,mohon,tunggu,dm,dari,gesss","giveaway,closed,menang,akan,dapat,ewallet,masingmasing,ribu,mohon,tunggu,dm,dari,gesss","giveaway,closed,menang,akan,dapat,ewallet,masingmasing,ribu,mohon,tunggu,dari,gesss",netral
"@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan 

@piscvely @Zaka_R17 @Annajmussaaqib",BAIKNYA RAMADAN PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"@anteraja_id Baiknya Ramadan 
@esteebuu @march_ali  @agilriego 
#PastiBagiHadiah #BaiknyaRamadan",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
@C_OnielJKT48 @anteraja_id Kenapa Tweet ini tidak masuk ke notif 😔,Kenapa Tweet ini tidak masuk ke notif,kenapa tweet ini tidak masuk ke notif,"['kenapa', 'tweet', 'ini', 'tidak', 'masuk', 'ke', 'notif']","kenapa,tweet,ini,tidak,masuk,ke,notif","kenapa,tweet,ini,tidak,masuk,ke,notif","kenapa,tweet,tidak,masuk,notif",netral
"Paket sudah sampai lokasi sortir di Kediri dari tgl 26 Maret 2023 tapi belum ada update apapun sampai hari ini, kelanjutannya gimana ini??
@anteraja_id
@AnterajaCare 
👎👎👎 https://t.co/9WLDjZHOLB",Paket sudah sampai lokasi sortir di Kediri dari tgl Maret tapi belum ada update apapun sampai hari ini kelanjutannya gimana ini,paket sudah sampai lokasi sortir di kediri dari tgl maret tapi belum ada update apapun sampai hari ini kelanjutannya gimana ini,"['paket', 'sudah', 'sampai', 'lokasi', 'sortir', 'di', 'kediri', 'dari', 'tgl', 'maret', 'tapi', 'belum', 'ada', 'update', 'apapun', 'sampai', 'hari', 'ini', 'kelanjutannya', 'gimana', 'ini']","paket,sudah,sampai,lokasi,sortir,di,diri,dari,tgl,maret,tapi,belum,ada,update,apa,sampai,hari,ini,lanjut,gimana,ini","paket,sudah,sampai,lokasi,sortir,di,diri,dari,tgl,maret,tapi,belum,ada,update,apa,sampai,hari,ini,lanjut,gimana,ini","paket,sudah,sampai,lokasi,sortir,diri,dari,maret,tapi,belum,update,sampai,hari,lanjut,gimana",negatif
"@sourxsalt @anteraja_id Saya juga baru saja mengalami hal ini kak,sama sekali gaktau kalo ekspedisi ini bermasalah. Terus akhirnya barangnya sampai ke kakak gak? https://t.co/YDIq61zNIg",Saya juga baru saja mengalami hal ini kaksama sekali gaktau kalo ekspedisi ini bermasalah Terus akhirnya barangnya sampai ke kakak gak,saya juga baru saja mengalami hal ini kaksama sekali gaktau kalo ekspedisi ini bermasalah terus akhirnya barangnya sampai ke kakak gak,"['saya', 'juga', 'baru', 'saja', 'mengalami', 'hal', 'ini', 'kaksama', 'sekali', 'gaktau', 'kalo', 'ekspedisi', 'ini', 'bermasalah', 'terus', 'akhirnya', 'barangnya', 'sampai', 'ke', 'kakak', 'gak']","saya,juga,baru,saja,alami,hal,ini,kaksama,sekali,gaktau,kalo,ekspedisi,ini,masalah,terus,akhir,barang,sampai,ke,kakak,gak","saya,juga,baru,saja,alami,hal,ini,kaksama,sekali,gaktau,kalo,ekspedisi,ini,masalah,terus,akhir,barang,sampai,ke,kakak,gak","saya,juga,baru,saja,alami,kaksama,sekali,gaktau,kalo,ekspedisi,masalah,terus,akhir,barang,sampai,kakak",negatif
"@anteraja_id Mending urusin paket gue yg muter2 di jaktim ga jelas sumpah,hampir 1 minggu muter2 aja kayak g tau jalan atau ga punya bensin",Mending urusin paket gue yg muter di jaktim ga jelas sumpahhampir minggu muter aja kayak tau jalan atau ga punya bensin,mending urusin paket gue yg muter di jaktim ga jelas sumpahhampir minggu muter aja kayak tau jalan atau ga punya bensin,"['mending', 'urusin', 'paket', 'gue', 'yg', 'muter', 'di', 'jaktim', 'ga', 'jelas', 'sumpahhampir', 'minggu', 'muter', 'aja', 'kayak', 'tau', 'jalan', 'atau', 'ga', 'punya', 'bensin']","mending,urusin,paket,gue,yg,muter,di,jaktim,ga,jelas,sumpahhampir,minggu,muter,aja,kayak,tau,jalan,atau,ga,punya,bensin","mending,urusin,paket,gue,yg,muter,di,jaktim,ga,jelas,sumpahhampir,minggu,muter,aja,kayak,tau,jalan,atau,ga,punya,bensin","mending,urusin,paket,muter,jaktim,jelas,sumpahhampir,minggu,muter,kayak,jalan,atau,punya,bensin",negatif
@stroberyswit @AnterajaCare @anteraja_id Parah bgt memang anteraja kurang amanah dan tidak profesional,Parah bgt memang anteraja kurang amanah dan tidak profesional,parah bgt memang anteraja kurang amanah dan tidak profesional,"['parah', 'bgt', 'memang', 'anteraja', 'kurang', 'amanah', 'dan', 'tidak', 'profesional']","parah,bgt,memang,anteraja,kurang,amanah,dan,tidak,profesional","parah,bgt,memang,anteraja,kurang,amanah,dan,tidak,profesional","parah,memang,anteraja,kurang,amanah,tidak,profesional",negatif
@AnterajaCare @anteraja_id ini kalian emang ga bisa kasih penjelasan statusnya ya? https://t.co/rsNfOtsCYg,ini kalian emang ga bisa kasih penjelasan statusnya ya,ini kalian emang ga bisa kasih penjelasan statusnya ya,"['ini', 'kalian', 'emang', 'ga', 'bisa', 'kasih', 'penjelasan', 'statusnya', 'ya']","ini,kalian,emang,ga,bisa,kasih,jelas,status,ya","ini,kalian,emang,ga,bisa,kasih,jelas,status,ya","kalian,emang,bisa,kasih,jelas,status",negatif
"Sumpah ga jelas banget @anteraja_id @AnterajaCare  pengiriman dari tangerang ke jakarta selatan tp ga jelas muter2, di DM pun ga ada gunanya solusi cuma disuruh nunggu!!! Puasa2 bikin kesel https://t.co/ydyXo4UNW3",Sumpah ga jelas banget pengiriman dari tangerang ke jakarta selatan tp ga jelas muter di DM pun ga ada gunanya solusi cuma disuruh nunggu Puasa bikin kesel,sumpah ga jelas banget pengiriman dari tangerang ke jakarta selatan tp ga jelas muter di dm pun ga ada gunanya solusi cuma disuruh nunggu puasa bikin kesel,"['sumpah', 'ga', 'jelas', 'banget', 'pengiriman', 'dari', 'tangerang', 'ke', 'jakarta', 'selatan', 'tp', 'ga', 'jelas', 'muter', 'di', 'dm', 'pun', 'ga', 'ada', 'gunanya', 'solusi', 'cuma', 'disuruh', 'nunggu', 'puasa', 'bikin', 'kesel']","sumpah,ga,jelas,banget,kirim,dari,tangerang,ke,jakarta,selatan,tp,ga,jelas,muter,di,dm,pun,ga,ada,guna,solusi,cuma,suruh,nunggu,puasa,bikin,kesel","sumpah,ga,jelas,banget,kirim,dari,tangerang,ke,jakarta,selatan,tp,ga,jelas,muter,di,dm,pun,ga,ada,guna,solusi,cuma,suruh,nunggu,puasa,bikin,kesel","sumpah,jelas,banget,kirim,dari,tangerang,jakarta,selatan,jelas,muter,guna,solusi,cuma,suruh,nunggu,puasa,bikin,kesel",negatif
"@anteraja_id min coba cek resi ini, ko dari kmren muter2 aja ni paket di gudang.. Hadehhh",min coba cek resi ini ko dari kmren muter aja ni paket di gudang Hadehhh,min coba cek resi ini ko dari kmren muter aja ni paket di gudang hadehhh,"['min', 'coba', 'cek', 'resi', 'ini', 'ko', 'dari', 'kmren', 'muter', 'aja', 'ni', 'paket', 'di', 'gudang', 'hadehhh']","min,coba,cek,resi,ini,ko,dari,kmren,muter,aja,ni,paket,di,gudang,hadehhh","min,coba,cek,resi,ini,ko,dari,kmren,muter,aja,ni,paket,di,gudang,hadehhh","coba,resi,dari,kmren,muter,paket,gudang,hadehhh",negatif
"@anteraja_id Baiknya Ramadan 
#PastiBagiHadiah 
#BaiknyaRamadan
Ikutan yuk @n1arwinner @Sassygir88 @namelesscat_18",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan Ikutan yuk,baiknya ramadan pastibagihadiah baiknyaramadan ikutan yuk,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan', 'ikutan', 'yuk']","baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,yuk","baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,yuk","baik,ramadan,pastibagihadiah,baiknyaramadan,ikut",negatif
"@stroberyswit @AnterajaCare @anteraja_id Mampus lu diomelin, pacar w galak 🤣🤣🤣",Mampus lu diomelin pacar galak,mampus lu diomelin pacar galak,"['mampus', 'lu', 'diomelin', 'pacar', 'galak']","mampus,lu,diomelin,pacar,galak","mampus,lu,diomelin,pacar,galak","mampus,diomelin,pacar,galak",negatif
"lama bgt ga nyampe2 paket w, tutup aja dah mending @AnterajaCare @anteraja_id https://t.co/sVrBRSEHzV",lama bgt ga nyampe paket tutup aja dah mending,lama bgt ga nyampe paket tutup aja dah mending,"['lama', 'bgt', 'ga', 'nyampe', 'paket', 'tutup', 'aja', 'dah', 'mending']","lama,bgt,ga,nyampe,paket,tutup,aja,dah,mending","lama,bgt,ga,nyampe,paket,tutup,aja,dah,mending","lama,nyampe,paket,tutup,mending",negatif
"@anteraja_id mending rebranding jadi “anter kemana aja” jadi suka suka kurirnya mau nganter kemana, paket gue nyasar rumah org tp gatau rumah siapa, gimana nih? https://t.co/nxbo7xggy0",mending rebranding jadi anter kemana aja jadi suka suka kurirnya mau nganter kemana paket gue nyasar rumah org tp gatau rumah siapa gimana nih,mending rebranding jadi anter kemana aja jadi suka suka kurirnya mau nganter kemana paket gue nyasar rumah org tp gatau rumah siapa gimana nih,"['mending', 'rebranding', 'jadi', 'anter', 'kemana', 'aja', 'jadi', 'suka', 'suka', 'kurirnya', 'mau', 'nganter', 'kemana', 'paket', 'gue', 'nyasar', 'rumah', 'org', 'tp', 'gatau', 'rumah', 'siapa', 'gimana', 'nih']","mending,rebranding,jadi,anter,mana,aja,jadi,suka,suka,kurir,mau,nganter,mana,paket,gue,nyasar,rumah,org,tp,gatau,rumah,siapa,gimana,nih","mending,rebranding,jadi,anter,mana,aja,jadi,suka,suka,kurir,mau,nganter,mana,paket,gue,nyasar,rumah,org,tp,gatau,rumah,siapa,gimana,nih","mending,rebranding,jadi,anter,mana,jadi,suka,suka,kurir,nganter,mana,paket,nyasar,rumah,gatau,rumah,siapa,gimana",negatif
"@anteraja_id Halo kak, tolong dibantu untuk proses antar hari ini paket saya no resi 10006927789839 ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi. Tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem. Terima kasih",Halo kak tolong dibantu untuk proses antar hari ini paket saya no resi ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi Tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem Terima kasih,halo kak tolong dibantu untuk proses antar hari ini paket saya no resi ya statusnya gagal kirim kemarin tp sampe sekarang blm di kirim lagi tolong antar hari ini karena paketnya untuk kado dan orgnya mau pulang nanti malem terima kasih,"['halo', 'kak', 'tolong', 'dibantu', 'untuk', 'proses', 'antar', 'hari', 'ini', 'paket', 'saya', 'no', 'resi', 'ya', 'statusnya', 'gagal', 'kirim', 'kemarin', 'tp', 'sampe', 'sekarang', 'blm', 'di', 'kirim', 'lagi', 'tolong', 'antar', 'hari', 'ini', 'karena', 'paketnya', 'untuk', 'kado', 'dan', 'orgnya', 'mau', 'pulang', 'nanti', 'malem', 'terima', 'kasih']","halo,kak,tolong,bantu,untuk,proses,antar,hari,ini,paket,saya,no,resi,ya,status,gagal,kirim,kemarin,tp,sampe,sekarang,blm,di,kirim,lagi,tolong,antar,hari,ini,karena,paket,untuk,kado,dan,orgnya,mau,pulang,nanti,malem,terima,kasih","halo,kak,tolong,bantu,untuk,proses,antar,hari,ini,paket,saya,no,resi,ya,status,gagal,kirim,kemarin,tp,sampe,sekarang,blm,di,kirim,lagi,tolong,antar,hari,ini,karena,paket,untuk,kado,dan,orgnya,mau,pulang,nanti,malem,terima,kasih","halo,tolong,bantu,untuk,proses,antar,hari,paket,saya,resi,status,gagal,kirim,kemarin,sampe,sekarang,kirim,lagi,tolong,antar,hari,karena,paket,untuk,kado,orgnya,pulang,nanti,malem,terima,kasih",negatif
kalian @anteraja_id masih niat nganter paket pelanggan nggak ?? gila lu yak sesama jakarta mau seminggu kaga di kirim² .. amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau @anteraja_id,kalian masih niat nganter paket pelanggan nggak gila lu yak sesama jakarta mau seminggu kaga di kirim amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau,kalian masih niat nganter paket pelanggan nggak gila lu yak sesama jakarta mau seminggu kaga di kirim amatir bgt lu jadi jasa pengiriman mending tutup aja ini jasa pengiriman asw lau,"['kalian', 'masih', 'niat', 'nganter', 'paket', 'pelanggan', 'nggak', 'gila', 'lu', 'yak', 'sesama', 'jakarta', 'mau', 'seminggu', 'kaga', 'di', 'kirim', 'amatir', 'bgt', 'lu', 'jadi', 'jasa', 'pengiriman', 'mending', 'tutup', 'aja', 'ini', 'jasa', 'pengiriman', 'asw', 'lau']","kalian,masih,niat,nganter,paket,langgan,nggak,gila,lu,yak,sama,jakarta,mau,minggu,kaga,di,kirim,amatir,bgt,lu,jadi,jasa,kirim,mending,tutup,aja,ini,jasa,kirim,asw,lau","kalian,masih,niat,nganter,paket,langgan,nggak,gila,lu,yak,sama,jakarta,mau,minggu,kaga,di,kirim,amatir,bgt,lu,jadi,jasa,kirim,mending,tutup,aja,ini,jasa,kirim,asw,lau","kalian,masih,niat,nganter,paket,langgan,nggak,gila,sama,jakarta,minggu,kaga,kirim,amatir,jadi,jasa,kirim,mending,tutup,jasa,kirim",negatif
"Pesen dari @ShopeeID pertama kali nyobain pake ekspedisi @anteraja_id ternyata separah ini..Barang dipick up kurir dri pembeli tgl 27 Maret 2023,tapi sampe tgl 30 Maret 2023,statusnya gak berubah..Ini barang saya dri dipick up,dibawa kemana ya?!komplain ke CS,belom dapet solusi https://t.co/rHkUGYu839",Pesen dari pertama kali nyobain pake ekspedisi ternyata separah iniBarang dipick up kurir dri pembeli tgl Maret tapi sampe tgl Maret statusnya gak berubahIni barang saya dri dipick updibawa kemana yakomplain ke CSbelom dapet solusi,pesen dari pertama kali nyobain pake ekspedisi ternyata separah inibarang dipick up kurir dri pembeli tgl maret tapi sampe tgl maret statusnya gak berubahini barang saya dri dipick updibawa kemana yakomplain ke csbelom dapet solusi,"['pesen', 'dari', 'pertama', 'kali', 'nyobain', 'pake', 'ekspedisi', 'ternyata', 'separah', 'inibarang', 'dipick', 'up', 'kurir', 'dri', 'pembeli', 'tgl', 'maret', 'tapi', 'sampe', 'tgl', 'maret', 'statusnya', 'gak', 'berubahini', 'barang', 'saya', 'dri', 'dipick', 'updibawa', 'kemana', 'yakomplain', 'ke', 'csbelom', 'dapet', 'solusi']","sen,dari,pertama,kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,up,kurir,dri,beli,tgl,maret,tapi,sampe,tgl,maret,status,gak,berubahini,barang,saya,dri,dipick,updibawa,mana,yakomplain,ke,csbelom,dapet,solusi","sen,dari,pertama,kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,up,kurir,dri,beli,tgl,maret,tapi,sampe,tgl,maret,status,gak,berubahini,barang,saya,dri,dipick,updibawa,mana,yakomplain,ke,csbelom,dapet,solusi","dari,pertama,kali,nyobain,pake,ekspedisi,nyata,parah,inibarang,dipick,kurir,beli,maret,tapi,sampe,maret,status,berubahini,barang,saya,dipick,updibawa,mana,yakomplain,csbelom,dapet,solusi",negatif
@A_ZeeJKT48 @anteraja_id ?,,,[],,,,netral
@AnterajaCare @anteraja_id 10006915093636 dari tgl 25 sampe skrg belum sampe. bandung-jkt.. udah 2x delivery ditunda krn operasional.. kalo banyak masalah tutup aja woiii.. bener2 ngaco nih ekspedisi,dari tgl sampe skrg belum sampe bandungjkt udah delivery ditunda krn operasional kalo banyak masalah tutup aja woiii bener ngaco nih ekspedisi,dari tgl sampe skrg belum sampe bandungjkt udah delivery ditunda krn operasional kalo banyak masalah tutup aja woiii bener ngaco nih ekspedisi,"['dari', 'tgl', 'sampe', 'skrg', 'belum', 'sampe', 'bandungjkt', 'udah', 'delivery', 'ditunda', 'krn', 'operasional', 'kalo', 'banyak', 'masalah', 'tutup', 'aja', 'woiii', 'bener', 'ngaco', 'nih', 'ekspedisi']","dari,tgl,sampe,skrg,belum,sampe,bandungjkt,udah,delivery,tunda,krn,operasional,kalo,banyak,masalah,tutup,aja,woiii,bener,ngaco,nih,ekspedisi","dari,tgl,sampe,skrg,belum,sampe,bandungjkt,udah,delivery,tunda,krn,operasional,kalo,banyak,masalah,tutup,aja,woiii,bener,ngaco,nih,ekspedisi","dari,sampe,skrg,belum,sampe,bandungjkt,udah,delivery,tunda,operasional,kalo,banyak,masalah,tutup,woiii,bener,ngaco,ekspedisi",negatif
@anteraja_id Ini saya diremehin ya? Paket saya gak di pick up selama 4 hari. Pembeli sampe muak marah2 sama saya. Ini niat kerja apa gak sih? Saya udah gak mau lagi pake jasanya kalau begini. Ekspedisi lain langsung pick up di hari itu juga. Pelayanan CS juga buruk sekali ya https://t.co/NaKA6lvSAZ,Ini saya diremehin ya Paket saya gak di pick up selama hari Pembeli sampe muak marah sama saya Ini niat kerja apa gak sih Saya udah gak mau lagi pake jasanya kalau begini Ekspedisi lain langsung pick up di hari itu juga Pelayanan CS juga buruk sekali ya,ini saya diremehin ya paket saya gak di pick up selama hari pembeli sampe muak marah sama saya ini niat kerja apa gak sih saya udah gak mau lagi pake jasanya kalau begini ekspedisi lain langsung pick up di hari itu juga pelayanan cs juga buruk sekali ya,"['ini', 'saya', 'diremehin', 'ya', 'paket', 'saya', 'gak', 'di', 'pick', 'up', 'selama', 'hari', 'pembeli', 'sampe', 'muak', 'marah', 'sama', 'saya', 'ini', 'niat', 'kerja', 'apa', 'gak', 'sih', 'saya', 'udah', 'gak', 'mau', 'lagi', 'pake', 'jasanya', 'kalau', 'begini', 'ekspedisi', 'lain', 'langsung', 'pick', 'up', 'di', 'hari', 'itu', 'juga', 'pelayanan', 'cs', 'juga', 'buruk', 'sekali', 'ya']","ini,saya,diremehin,ya,paket,saya,gak,di,pick,up,lama,hari,beli,sampe,muak,marah,sama,saya,ini,niat,kerja,apa,gak,sih,saya,udah,gak,mau,lagi,pake,jasa,kalau,begini,ekspedisi,lain,langsung,pick,up,di,hari,itu,juga,layan,cs,juga,buruk,sekali,ya","ini,saya,diremehin,ya,paket,saya,gak,di,pick,up,lama,hari,beli,sampe,muak,marah,sama,saya,ini,niat,kerja,apa,gak,sih,saya,udah,gak,mau,lagi,pake,jasa,kalau,begini,ekspedisi,lain,langsung,pick,up,di,hari,itu,juga,layan,cs,juga,buruk,sekali,ya","saya,diremehin,paket,saya,pick,lama,hari,beli,sampe,muak,marah,sama,saya,niat,kerja,saya,udah,lagi,pake,jasa,kalau,begini,ekspedisi,lain,langsung,pick,hari,juga,layan,juga,buruk,sekali",negatif
@S_GraciaJKT48 @anteraja_id baaguss donh respect with u,baaguss donh respect with,baaguss donh respect with,"['baaguss', 'donh', 'respect', 'with']","baaguss,donh,respect,with","baaguss,donh,respect,with","baaguss,donh,respect,with",positif
"ckckckck kenapa komennya dibatasi @anteraja_id @AnterajaCare ???
Ditelfon gak ada solusi, di WhatsApp yg jawab bot. 

Ini yang katanya team RESOLUSI pecat-pecatin aja orangnya kalo gak dapet-dapet solusi. Udah mau 2bulan dokumen perusahaan entah dimana gajelas🤣 https://t.co/BDK9B5GKBS",ckckckck kenapa komennya dibatasi Ditelfon gak ada solusi di WhatsApp yg jawab bot Ini yang katanya team RESOLUSI pecatpecatin aja orangnya kalo gak dapetdapet solusi Udah mau bulan dokumen perusahaan entah dimana gajelas,ckckckck kenapa komennya dibatasi ditelfon gak ada solusi di whatsapp yg jawab bot ini yang katanya team resolusi pecatpecatin aja orangnya kalo gak dapetdapet solusi udah mau bulan dokumen perusahaan entah dimana gajelas,"['ckckckck', 'kenapa', 'komennya', 'dibatasi', 'ditelfon', 'gak', 'ada', 'solusi', 'di', 'whatsapp', 'yg', 'jawab', 'bot', 'ini', 'yang', 'katanya', 'team', 'resolusi', 'pecatpecatin', 'aja', 'orangnya', 'kalo', 'gak', 'dapetdapet', 'solusi', 'udah', 'mau', 'bulan', 'dokumen', 'perusahaan', 'entah', 'dimana', 'gajelas']","ckckckck,kenapa,komennya,batas,ditelfon,gak,ada,solusi,di,whatsapp,yg,jawab,bot,ini,yang,kata,team,resolusi,pecatpecatin,aja,orang,kalo,gak,dapetdapet,solusi,udah,mau,bulan,dokumen,usaha,entah,mana,gajelas","ckckckck,kenapa,komennya,batas,ditelfon,gak,ada,solusi,di,whatsapp,yg,jawab,bot,ini,yang,kata,team,resolusi,pecatpecatin,aja,orang,kalo,gak,dapetdapet,solusi,udah,mau,bulan,dokumen,usaha,entah,mana,gajelas","ckckckck,kenapa,komennya,batas,ditelfon,solusi,whatsapp,jawab,yang,kata,team,resolusi,pecatpecatin,orang,kalo,dapetdapet,solusi,udah,bulan,dokumen,usaha,entah,mana,gajelas",negatif
